url,score,verdict,detected,signals,cached,error
http://162.222.213.48,-1,RATE_LIMITED,error,,False,rate limited
http://05c3f75.wcomhost.com/Espace/home,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/8b8b723d18eab6b69908/clients/pass.php,-1,RATE_LIMITED,error,,False,rate limited
http://104.41.37.198/bemvindo/Inicial.php,-1,RATE_LIMITED,error,,False,rate limited
http://13.52.107.175/bankofamerica/d61acc85/challengevdl.php?cmd=_account-details&session=6ed5ea6e3868877a69e770100b81b114&dispatch=de7f1dd741ffa36c899a4d5e7de6cd4cee13ed66,-1,RATE_LIMITED,error,,False,rate limited
http://14au.ap.xsl.pt,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.213.64,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@ctrl.fd318bfa.js/assets/@intlify.595663c5.js,-1,RATE_LIMITED,error,,False,rate limited
http://05d0ac2.wcomhost.com/Espace/79fVEv8XxeVx7244,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/8bff99a6bb16dd438c8f,-1,RATE_LIMITED,error,,False,rate limited
http://104.42.199.30,-1,RATE_LIMITED,error,,False,rate limited
http://13.52.46.69/outlook/login.php?cmd=login_submit&id=0c9f7eb4a65101adc3cabc4b90edff360c9f7eb4a65101adc3cabc4b90edff36&session=0c9f7eb4a65101adc3cabc4b90edff360c9f7eb4a65101adc3cabc4b90edff36,-1,RATE_LIMITED,error,,False,rate limited
http://14bbe352.70igro.shop/amagc,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.213.78,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@ctrl.fd318bfa.js/assets/@intlify.595663c5.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://05dd0wgw042.pages.dev,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/8c3cea2fb6e331343290,-1,RATE_LIMITED,error,,False,rate limited
http://10445636365.com,-1,RATE_LIMITED,error,,False,rate limited
http://13.52.46.69/outlook/post.php,-1,RATE_LIMITED,error,,False,rate limited
http://1.4buyuklergazete.com/vendor/symfony/yaml/chaseonline.chase.com/surf3.php,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.215.136/Interacpayverify/interac2019v2/directing/www.atbonline.com/ATB/login.html,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@ctrl.fd318bfa.js/assets/@vue.8c84d7fe.js,-1,RATE_LIMITED,error,,False,rate limited
http://05ea8c4.wcomhost.com/Espace/home,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/8c3cea2fb6e331343290/clients,-1,RATE_LIMITED,error,,False,rate limited
http://10.4buyuklergazete.com/vendor/symfony/yaml/chaseonline.chase.com/surf3.php,-1,RATE_LIMITED,error,,False,rate limited
http://13.53.243.132,-1,RATE_LIMITED,error,,False,rate limited
http://14d21301.herj6jtbf.com.cn/amagc,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.215.136/login/login.html,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@ctrl.fd318bfa.js/assets/@vue.8c84d7fe.js/assets/assets,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/8c3cea2fb6e331343290/clients/pass.php,-1,RATE_LIMITED,error,,False,rate limited
http://05ea8c4.wcomhost.com/Espace/home/Espera1.html,-1,RATE_LIMITED,error,,False,rate limited
http://104thphoenix.com/wp-content/plugins/gpyyoabgyb/mil/china/bold/upload/en.php?rand=13inboxlightaspxn.1774256418&fid.4.1252899642&fid=4&fav.1&rand.13inboxlight.aspxn.1774256418&fid.1252899642&fid.1&email=a@a.c&.rand=13inboxlight.aspx?n=1774256418,-1,RATE_LIMITED,error,,False,rate limited
http://14d2f812.h8235.cn/amagc,-1,RATE_LIMITED,error,,False,rate limited
http://1354665511326517.my.id,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.215.160,-1,RATE_LIMITED,error,,False,rate limited
http://05ea8c4.wcomhost.com/Espace/home/Forma.html,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@ctrl.fd318bfa.js/assets/@vueuse.7ab573ac.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/92efa4242ff9d1f72f3c,-1,RATE_LIMITED,error,,False,rate limited
http://135538.vip,-1,RATE_LIMITED,error,,False,rate limited
http://14n3rstrctpage84.v6.navy,-1,RATE_LIMITED,error,,False,rate limited
http://1051a2e8-48cf-4f98-988c-b1aa7ec7e290.htmlcomponentservice.com/get_draft?id=99ea0e_8eddaa8b0b3b6316a653bbd03eb5b48f.html,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.215.163,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@ctrl.fd318bfa.js/assets/@vueuse.7ab573ac.js/assets/assets,-1,RATE_LIMITED,error,,False,rate limited
http://05ea8c4.wcomhost.com/Espace/home/Tarjeta.html,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/976784f0f9cef7320410,-1,RATE_LIMITED,error,,False,rate limited
http://105e6e0.wcomhost.com/App-Nickel/moncompte/login-ACLIqWDKsRui5AL3yTAw6C1erWA/clients,-1,RATE_LIMITED,error,,False,rate limited
http://1355529367864456688778900922335687.filesusr.com/html/6c0a83_90cbd78fff460e72d156ee8a8824acb8.html?mtm1ntuyoq==facebook/d=sn,-1,RATE_LIMITED,error,,False,rate limited
http://14qmdby.duckdns.org,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.215.163/login/login.html,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@happys.755bd3e6.js/assets/assets/@element-plus.48bbde93.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://05f54c0.wcomhost.com/rm/57415821762206991,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/978ef3c92729d0fc3c9d,-1,RATE_LIMITED,error,,False,rate limited
http://106.75.17.151/wp-content/za/amz/33d368b221,-1,RATE_LIMITED,error,,False,rate limited
http://13.58.238.80/mua,-1,RATE_LIMITED,error,,False,rate limited
http://14-ranjithkumar.github.io/Netflix-Clone,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@happys.755bd3e6.js/assets/assets/@floating-ui.4bc9703a.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.215.177,-1,RATE_LIMITED,error,,False,rate limited
http://0606ac3c-b8e2-4705-82df-46bbc534b979.usrfiles.com/html/1411d2_20babe85331bcec3acca549e98d5c9f6.html,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/978ef3c92729d0fc3c9d/clients,-1,RATE_LIMITED,error,,False,rate limited
http://13586637418863628710299.jamb2022.co/?92732014250151317661689557863241296=ZGFubWVpLmd1aUBzZWctaW5jLmNvbQ==,-1,RATE_LIMITED,error,,False,rate limited
http://106bet365.com,-1,RATE_LIMITED,error,,False,rate limited
http://15012566-b2f5-4ff5-9dc7-4627b67ed93a-netflix-clone.pages.dev,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.215.194,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@happys.755bd3e6.js/assets/assets/@popperjs.36402333.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://060a47e.wcomhost.com/postale_new/postale12,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/978ef3c92729d0fc3c9d/clients/pass.php,-1,RATE_LIMITED,error,,False,rate limited
http://107.170.198.4,-1,RATE_LIMITED,error,,False,rate limited
http://13.59.96.221/mua/USER/scis/j6UnVHZsitlYrxStPNFUN4TsSjgEJkN7dlDp6FXSjFxO/3D/no-back-button,-1,RATE_LIMITED,error,,False,rate limited
http://150.158.150.91/dkk.php,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@happys.755bd3e6.js/assets/assets/@vue.8c84d7fe.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.215.197,-1,RATE_LIMITED,error,,False,rate limited
http://060a47e.wcomhost.com/postale_new/postale12/79fVEv8XxeVx7875,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/9b75d47abb3046113ed9,-1,RATE_LIMITED,error,,False,rate limited
http://107.172.197.126/ap/signin?openid.pape.maxauthage=0&openid.returnto=https://www.amazon.co.jp/?ref=navemhdresignin&openid.identity=http://specs.openid.net/auth/2.0/identifierselect&openid.assochandle=jpflex&openid.mode=checkidsetup&key=a@b.c&openid.claimedid=http://specs.openid.net/auth/2.0/identifierselect&openid.ns=http://specs.openid.net/auth/2.0&&ref=navemhdclcsignin,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.215.198/login/loginsms.html,-1,RATE_LIMITED,error,,False,rate limited
http://136.243.223.239,-1,RATE_LIMITED,error,,False,rate limited
http://150.230.89.142,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@happys.755bd3e6.js/assets/@element-plus.48bbde93.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/9b75d47abb3046113ed9/clients,-1,RATE_LIMITED,error,,False,rate limited
http://107.172.206.102/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0&&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://060bc63.wcomhost.com/fr/79fVEv8XxeVx7252,-1,RATE_LIMITED,error,,False,rate limited
http://136.244.113.212/customer_center/customer-IDPP00C952/login.php,-1,RATE_LIMITED,error,,False,rate limited
http://150.242.180.31/cfdocs/signincountry.x=ie/&locale.x=en_ie_webscrcmd=_flow&session=fj3e0ilvrchc_c8zalzvqnhgzpt6h88t891bqx9pvcjhgkay1fq1pamiboc&dispatch=c70bbe41527861c2b97c3d1f6a850acfdd2fbb19a3d47242b071efa252ac2167e47ebd1fddf0fdac1ac624e4a02f3a6e9e5dc3855.html,-1,RATE_LIMITED,error,,False,rate limited
http://162.222.226.37,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@happys.755bd3e6.js/assets/@intlify.595663c5.js/assets/assets,-1,RATE_LIMITED,error,,False,rate limited
http://060bc63.wcomhost.com/fr/79fVEv8XxeVx7958,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/9b75d47abb3046113ed9/clients/pass.php,-1,RATE_LIMITED,error,,False,rate limited
http://1365106.com,-1,RATE_LIMITED,error,,False,rate limited
http://107.175.178.114/mu/www.paypal.com/us/home.html,-1,RATE_LIMITED,error,,False,rate limited
http://150.242.180.31/cfdocs/signincountry.x=IE/&locale.x=en_IE_webscrcmd=_flow&SESSION=fj3e0IlvRchc_C8ZALZvQnhgZpt6H88T891BQx9pVCjhGkAY1FQ1pAMIboC&dispatch=c70bbe41527861c2b97c3d1f6a850acfdd2fbb19a3d47242b071efa252ac2167e47ebd1fddf0fdac1ac624e4a02f3a6e9e5dc3855.html,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/0000upload_log.txt,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@happys.755bd3e6.js/assets/@intlify.595663c5.js/assets/@vue.8c84d7fe.js,-1,RATE_LIMITED,error,,False,rate limited
http://0610a1e.wcomhost.com/espaces-clients/79fVEv8XxeVx7,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/9ed29a04d9882c89d358,-1,RATE_LIMITED,error,,False,rate limited
http://150365.net,-1,RATE_LIMITED,error,,False,rate limited
http://107473.cc,-1,RATE_LIMITED,error,,False,rate limited
http://1365114.com,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/addrescheck.php,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@happys.755bd3e6.js/assets/@popperjs.36402333.js/assets/assets,-1,RATE_LIMITED,error,,False,rate limited
http://0610ddce8f18f5a435e0067c7ddb3ec6.pages.dev,-1,RATE_LIMITED,error,,False,rate limited
http://107.6.242.131/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin&ref_=nav_em_hd_clc_signinopenid.ns=http://specs.openid.net/auth/2.0,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/9ed29a04d9882c89d358/clients,-1,RATE_LIMITED,error,,False,rate limited
http://1365122.com,-1,RATE_LIMITED,error,,False,rate limited
http://150365.vip,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/Ak123ee.rar,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/assets/assets/assets/assets/assets,-1,RATE_LIMITED,error,,False,rate limited
http://06138f1.wcomhost.com/particulier/fr/57415821762206,-1,RATE_LIMITED,error,,False,rate limited
http://107.6.242.135/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0&&ref_=nav_em_hd_clc_signinopenid.ns=http://specs.openid.net/auth/2.0&&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/9ed29a04d9882c89d358/clients/pass.php,-1,RATE_LIMITED,error,,False,rate limited
http://150.50.67.34.bc.googleusercontent.com/2144akjhc014akyr8870/index.php?id=1,-1,RATE_LIMITED,error,,False,rate limited
http://13.65.245.205/Produto/identificacao.php?id=4,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/Akee2.exe,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/assets/assets/assets/@vueuse.7ab573ac.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://0616fc9.wcomhost.com/fr/79fVEv8XxeVx7,-1,RATE_LIMITED,error,,False,rate limited
http://107.6.242.139/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://136558190792994.graficaaoquadrado.com.br,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/a28a6a7d4d2341ead3ef,-1,RATE_LIMITED,error,,False,rate limited
http://1508.684.crystalnatura.com/.jgitmed.aHR0cHM6Ly9vYmplY3RzdG9yYWdlLmNhLW1vbnRyZWFsLTEub3JhY2xlY2xvdWQuY29tL24vYXhjMTlrcmZwOHhpL2IvcGVuZGluZy1tZXNhZ2VzLWJ1Y2tldC0yMDIxMTIyMi0wOTUyL28vc2VydmVyMi5odG1sI2pnaXRtZWRAaW1wZXJpYWxiZWFjaGNhLmdvdg0=,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/a2b7505a25c4bf1c6406,-1,RATE_LIMITED,error,,False,rate limited
http://061kp.cc,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/assets/@element-plus.48bbde93.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/Akee.exe,-1,RATE_LIMITED,error,,False,rate limited
http://107.6.242.142/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://13.66.28.137/ae/webapps/mpp/home,-1,RATE_LIMITED,error,,False,rate limited
http://150.95.220.158/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/Akee.ps1,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/assets/@emotion.069aa8d1.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/a2b7505a25c4bf1c6406/clients,-1,RATE_LIMITED,error,,False,rate limited
http://0628103.wcomhost.com/fr/79fVEv8XxeVx7,-1,RATE_LIMITED,error,,False,rate limited
http://13.66.28.137/ae/webapps/mpp/home...,-1,RATE_LIMITED,error,,False,rate limited
http://107.6.246.53/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0&&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://150.95.220.180/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signinin,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/Akee.rar,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/assets/@vue.8c84d7fe.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/a2b7505a25c4bf1c6406/clients/pass.php,-1,RATE_LIMITED,error,,False,rate limited
http://062f6a0.wcomhost.com/fr/79fVEv8XxeVx7,-1,RATE_LIMITED,error,,False,rate limited
http://107.6.246.56/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0&&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://13.66.28.137/authflow/email-recovery/',-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/assets/@vueuse.7ab573ac.js/assets,-1,RATE_LIMITED,error,,False,rate limited
http://150.95.220.29/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://062kp.cc,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/AnydeskBackdoor.ps1,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/acc6d03d5e917c870f9b,-1,RATE_LIMITED,error,,False,rate limited
http://107686-webmail-bell-index-csi.weebly.com,-1,RATE_LIMITED,error,,False,rate limited
http://13.66.28.137/authflow/email-recovery?redirecturi=/signin?returnuri=https:/www.paypal.com/paypalme&amp;amp,-1,RATE_LIMITED,error,,False,rate limited
http://150.95.221.236/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0&&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/AnyDesk.exe,-1,RATE_LIMITED,error,,False,rate limited
http://064683e6-97bf-4649-a39e-384f54992bae.htmlcomponentservice.com/get_draft?id=99ea0e_8eddaa8b0b3b6316a653bbd03eb5b48f.html,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/@ctrl.b082b0c1.js/assets/@element-plus.48bbde93.js,-1,RATE_LIMITED,error,,False,rate limited
http://108.103.167.72.host.secureserver.net/wp-includes/block-supports/NFCUcaptchanu/dashboard/2.php?2ac1c16a447aeb586356d813f881c62b-2ac1c16a447aeb586356d813f881c62b-2ac1c16a447aeb586356d813f881c62b2ac1c16a447aeb586356d813f881c62b2ac1c16a447aeb586356d813f881c62b2ac1c16a447aeb586356d813f881c62b2ac1c16a447aeb586356d813f881c62b2ac1c16a447aeb586356d813f881c62b2ac1c16a447aeb586356d813f881c62b2ac1c16a447aeb586356d813f881c62b2ac1c16a447aeb586356d813f881c62b,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/acc6d03d5e917c870f9b/clients,-1,RATE_LIMITED,error,,False,rate limited
http://13.66.28.137/authflow/email-recovery/signin/..php,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/anyinstall.bat,-1,RATE_LIMITED,error,,False,rate limited
http://150.95.221.44/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://0661595159sms.weebly.com,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/@emotion.069aa8d1.js/assets/assets,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/acc6d03d5e917c870f9b/clients/pass.php,-1,RATE_LIMITED,error,,False,rate limited
http://108.103.167.72.host.secureserver.net/wp-includes/block-supports/NFCUcaptchanu/dashboard/2.php?525d1a3fc6a36196a78b0f207ca6fadf-525d1a3fc6a36196a78b0f207ca6fadf-525d1a3fc6a36196a78b0f207ca6fadf525d1a3fc6a36196a78b0f207ca6fadf525d1a3fc6a36196a78b0f207ca6fadf525d1a3fc6a36196a78b0f207ca6fadf525d1a3fc6a36196a78b0f207ca6fadf525d1a3fc6a36196a78b0f207ca6fadf525d1a3fc6a36196a78b0f207ca6fadf525d1a3fc6a36196a78b0f207ca6fadf525d1a3fc6a36196a78b0f207ca6fadf,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/Autoruns.exe,-1,RATE_LIMITED,error,,False,rate limited
http://13.66.28.137/authflow/password-recovery/?=&redirecturi=/signin&returnuri=https:/www.paypal.com/myaccount/money,-1,RATE_LIMITED,error,,False,rate limited
http://150.95.221.68/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0&&ref_=nav_em_hd_clc_signin,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/@happys.755bd3e6.js,-1,RATE_LIMITED,error,,False,rate limited
http://066638220673056.mnn-iyt-oo.xyxn.net/xny-yux-34rt/?email=redacted@redacted.invalid,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/ad21433c951950329e0f,-1,RATE_LIMITED,error,,False,rate limited
http://108.103.167.72.host.secureserver.net/wp-includes/block-supports/NFCUcaptchanu/dashboard/login.php,-1,RATE_LIMITED,error,,False,rate limited
http://13.66.28.137/authflow/unsupported-browserg,-1,RATE_LIMITED,error,,False,rate limited
http://150.95.222.135/ap/signin?key=a@b.c,-1,RATE_LIMITED,error,,False,rate limited
http://162.240.80.146/mimicr/CheckMinerUpdate.php,-1,RATE_LIMITED,error,,False,rate limited
http://1636365.com/assets/@floating-ui.d26b4aea.js/assets/@intlify.595663c5.js/assets/@intlify.595663c5.js/assets/assets,-1,RATE_LIMITED,error,,False,rate limited
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/ad21433c951950329e0f/clients,-1,RATE_LIMITED,error,,False,rate limited
http://06668706o.wixsite.com/swisscom,-1,RATE_LIMITED,error,,False,rate limited
